Sl,Review date,Review URL,Author name,Auther_Len,Author URL,Local Guide,Author reviews,Star rating,Rating Diff,Review content,Review image
370,15-11-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURldzVpS3p3RRAB!2m1!1s0x0,Shreyasie Nanda,15,https://www.google.com/maps/contrib/117513972928618958799/reviews,FALSE,1,5,0,I lpve Tarrak mehta ka ooltah chashma,
371,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT201RFEwSTRhRVI0Um5WWE9VSXllVGRUWmxSU1RuYxAB!2m1!1s0x0,Amritpal Singh,14,https://www.google.com/maps/contrib/108049193037124439527/reviews,TRUE,19,5,0,Unlimited pani puri❣️❣️❣️,
372,15-02-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNkMzgyYkRREAE!2m1!1s0x0,Vaishnavi Gole,14,https://www.google.com/maps/contrib/107444486855726730919/reviews,FALSE,1,3,2,Very nice shop I like it ❤️❤️,
373,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxcl9MeFZ3EAE!2m1!1s0x0,Vedant Gupta,12,https://www.google.com/maps/contrib/103858344925799873820/reviews,FALSE,2,5,0,Excellent customer service from Bagha,
374,15-10-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNlM2QtS0xnEAE!2m1!1s0x0,Aslam Gafur,11,https://www.google.com/maps/contrib/107883463689513088634/reviews,TRUE,68,5,0,Beautiful things are there must visit,
375,15-07-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURPOGZHZ0NREAE!2m1!1s0x0,Raj Sharma,10,https://www.google.com/maps/contrib/105927882777252803471/reviews,FALSE,4,5,0,Shikar gadiyar sir are very polite...,
376,15-05-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURUdGRpUDRBRRAB!2m1!1s0x0,Mahesh Jain,11,https://www.google.com/maps/contrib/115452447615163084339/reviews,TRUE,96,5,0,Gada electronic  owner Good person..,
377,15-07-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURPbnJ1SGVBEAE!2m1!1s0x0,Prakash Sarma Prakash Sarma,27,https://www.google.com/maps/contrib/105685016370849066996/reviews,FALSE,1,1,4,Good Shop But Products are not good,
378,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNBMFo2RklBEAE!2m1!1s0x0,Boss Rokey Official 07.,23,https://www.google.com/maps/contrib/112679410275432390850/reviews,FALSE,1,1,4,Good Shop But Products are not good,
379,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURxLXJ5clZ3EAE!2m1!1s0x0,Devansh14 Sandhir2008,21,https://www.google.com/maps/contrib/118128157933722997799/reviews,FALSE,1,2,3,Good Shop But Products are not good,
380,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xWRWNHVm5SRU5uZFRNMVZtMHlNVzg0ZDBVMVVFRRAB!2m1!1s0x0,Shreyas Pandharipande,21,https://www.google.com/maps/contrib/113410976260159267670/reviews,FALSE,1,1,4,Good Shop But Products are not good,
381,15-10-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUM2cTRxbHF3RRAB!2m1!1s0x0,Jeet I Love My India,20,https://www.google.com/maps/contrib/104909656119732582023/reviews,TRUE,23,3,2,Good Shop But Products are not Good,
382,15-07-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN1OU9PT3l3RRAB!2m1!1s0x0,Anil Singh Chauhan,18,https://www.google.com/maps/contrib/108067252458662878770/reviews,FALSE,1,1,4,Good Shop But Products are not good,
383,15-07-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUMzOVlDRFdREAE!2m1!1s0x0,Kanhaiya Lal Meena,18,https://www.google.com/maps/contrib/108850056125272091023/reviews,FALSE,1,1,4,Good Shop But Products are not good,
384,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURHaEt5R0JBEAE!2m1!1s0x0,Akhilesh Kushwaha,17,https://www.google.com/maps/contrib/109100422524989482512/reviews,FALSE,1,1,4,Good Shop But Products are not good,https://lh3.googleusercontent.com/grass-cs/ANxoTn0JWj0pL26vAuAf6arMew59pcIDlmV_5BWSWKTC9djxU3ggt0i8mAFVZhS9COx-LtAdraHUENTg3oca-Fud98Hlwt26ZYO_TNMPszy3rVKJZu4KxpDcgll7TEqLbtntbjYrqETcDQ=s188-p-k-rw
385,15-12-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMtOTlhZm13RRAB!2m1!1s0x0,Sharavan Sharavan,17,https://www.google.com/maps/contrib/110494602684955574499/reviews,FALSE,1,1,4,Good Shop But Products are not good,
386,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJZkI5ZkhZNjhhQnFnRRAB!2m1!1s0x0,Akshay Choudhary,16,https://www.google.com/maps/contrib/108364156679115713828/reviews,FALSE,3,3,2,Good Shop But Products are not Good,
387,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhdWIzRmRnEAE!2m1!1s0x0,Dhiraj Chaudhari,16,https://www.google.com/maps/contrib/101194517418714536995/reviews,TRUE,7,3,2,Good Shop But Products are not Good,
388,15-03-2026,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xkQ1lYVnhSVmRLU3pkUFZHTXdka3RUYjE4MmVHYxAB!2m1!1s0x0,Yogeshwar Anjana,16,https://www.google.com/maps/contrib/101906576996950707819/reviews,FALSE,1,3,2,Good Shop But Products are not Good,
389,07-05-2026,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2xGRFRHRm9NMEZzVkV0dk5YcFJOa3N0Y2paUlprRRAB!2m1!1s0x0,Ansh Chourasiya,15,https://www.google.com/maps/contrib/114145137789473846291/reviews,FALSE,1,1,4,Good Shop But Products are not good,
390,15-06-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VOT3R0WUxoaUxhTktnEAE!2m1!1s0x0,Kiran Chaudhari,15,https://www.google.com/maps/contrib/113816024845425989187/reviews,FALSE,1,1,4,Good Shop But Products are not good,
391,15-09-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnTUNveVAzRk9REAE!2m1!1s0x0,Prakash Dwivedi,15,https://www.google.com/maps/contrib/114255133632361209450/reviews,FALSE,3,1,4,Good Shop But Products are not good,
392,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUN2eEpuN0pBEAE!2m1!1s0x0,Shahid Phulpoto,15,https://www.google.com/maps/contrib/115535103422345554310/reviews,FALSE,1,1,4,Good Shop But Products are not good,
393,15-04-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURqMUpEbF9RRRAB!2m1!1s0x0,Zeeshan Hussain,15,https://www.google.com/maps/contrib/114187062007802808210/reviews,FALSE,2,1,4,Good Shop But Products are not good,
394,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhX3MzdmVREAE!2m1!1s0x0,Chetan Alankar,14,https://www.google.com/maps/contrib/118277596399835852419/reviews,FALSE,1,3,2,Good Shop But Products are not Good,
395,15-05-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNMMEllOG53RRAB!2m1!1s0x0,Pratibha Singh,14,https://www.google.com/maps/contrib/100170494041344624926/reviews,FALSE,1,2,3,Good Shop But Products are not good,
396,15-06-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN4bTlYVl93RRAB!2m1!1s0x0,Sandip Bhaskar,14,https://www.google.com/maps/contrib/108852001014936672826/reviews,FALSE,1,2,3,Good Shop But Products are not good,
397,15-03-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNSdzlucjdnRRAB!2m1!1s0x0,Vg Vikas Gamer,14,https://www.google.com/maps/contrib/105734232105813213236/reviews,FALSE,1,1,4,Good Shop But Products are not good,
398,15-11-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT2pWSlduRlhNMHRrWVZoV1RrNDVMVXgxYW1Wc2NVRRAB!2m1!1s0x0,Anjali Kumari,13,https://www.google.com/maps/contrib/107150877060516477651/reviews,FALSE,1,2,3,Good Shop But Products are not good,
399,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUMyajYzNlVnEAE!2m1!1s0x0,Jay Karwatkar,13,https://www.google.com/maps/contrib/103251270797480959681/reviews,TRUE,15,2,3,Good Shop But Products are not good,
400,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxOGVmOEhREAE!2m1!1s0x0,Jayesh Kotian,13,https://www.google.com/maps/contrib/104622370675738213794/reviews,TRUE,40,3,2,Good Shop But Products are not Good,
401,07-05-2026,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25WSGNGbHNSMUpWVGxSRGR6WlBha2hXUzJ3MlZWRRAB!2m1!1s0x0,Jyoti Solanki,13,https://www.google.com/maps/contrib/116715422654238799524/reviews,FALSE,1,1,4,Good Shop But Products are not good,
402,15-02-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURCZ2JIUVFREAE!2m1!1s0x0,Kishlay Kumar,13,https://www.google.com/maps/contrib/115092072602961707922/reviews,TRUE,1,1,4,Good Shop But Products are not good,
403,15-09-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUR1NjQybEhREAE!2m1!1s0x0,Noor Randhawa,13,https://www.google.com/maps/contrib/117892798914384092627/reviews,FALSE,2,1,4,Good Shop But Products are not good,
404,15-06-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxdGEtbWZBEAE!2m1!1s0x0,Soniya Tailor,13,https://www.google.com/maps/contrib/117142557031451097395/reviews,FALSE,1,2,3,Good Shop But Products are not good,
405,15-06-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNPN3JfVVFnEAE!2m1!1s0x0,Aditya Medge,12,https://www.google.com/maps/contrib/100620804339360025429/reviews,FALSE,2,3,2,Good Shop But Products are not Good,
406,15-09-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURaNHA3eGRREAE!2m1!1s0x0,Deepak Kumar,12,https://www.google.com/maps/contrib/100915088022240847530/reviews,TRUE,4,2,3,Good Shop But Products are not good,
407,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURmX2ZQWVNnEAE!2m1!1s0x0,Dipesh Gupta,12,https://www.google.com/maps/contrib/108719383427544759966/reviews,FALSE,10,1,4,Good Shop But Products are not good,
408,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURXb1plTlFBEAE!2m1!1s0x0,Faizu Thakur,12,https://www.google.com/maps/contrib/107015724653714400523/reviews,FALSE,1,1,4,Good Shop But Products are not good,
409,15-03-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURobmQtSUVREAE!2m1!1s0x0,Lehar Gamare,12,https://www.google.com/maps/contrib/106201332044791915415/reviews,FALSE,1,2,3,Good Shop But Products are not good,
410,15-02-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUM5MnNYejRnRRAB!2m1!1s0x0,Mohit Sharma,12,https://www.google.com/maps/contrib/113174625901881261008/reviews,FALSE,1,3,2,Good Shop But Products are not Good,
411,15-08-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUN1MGF1b1ZBEAE!2m1!1s0x0,Nayan Sawant,12,https://www.google.com/maps/contrib/110521131376811489131/reviews,TRUE,112,5,0,"The one from famous TV show ""TMKOC""",
412,15-02-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURCOXJ6blR3EAE!2m1!1s0x0,Nikhil Kumar,12,https://www.google.com/maps/contrib/102054847871628819287/reviews,FALSE,1,2,3,Good Shop But Products are not good,
413,15-06-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUN4dmZyQ19BRRAB!2m1!1s0x0,Piyush Singh,12,https://www.google.com/maps/contrib/109414334139274040776/reviews,TRUE,22,1,4,Good Shop But Products are not good,
414,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNXa3Z6Qm53RRAB!2m1!1s0x0,Prachi Patil,12,https://www.google.com/maps/contrib/103199043548370323103/reviews,FALSE,2,1,4,Good Shop But Products are not good,
415,15-01-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURHMTd2UTJBRRAB!2m1!1s0x0,Pramod Sable,12,https://www.google.com/maps/contrib/114178088070346719269/reviews,TRUE,19,1,4,Good Shop But Products are not good,
416,15-01-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQteXZ5YVdBEAE!2m1!1s0x0,Rounok Polok,12,https://www.google.com/maps/contrib/115714631805249313300/reviews,TRUE,12,1,4,Good Shop But Products are not good,
417,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNXdF9yQXlnRRAB!2m1!1s0x0,Solanki Ajay,12,https://www.google.com/maps/contrib/100705267566334485528/reviews,FALSE,4,1,4,Good Shop But Products are not good,
418,15-02-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURtMUwtM2Z3EAE!2m1!1s0x0,Sumon Konwar,12,https://www.google.com/maps/contrib/101211980759600778037/reviews,TRUE,5,1,4,Good Shop But Products are not good,
419,15-01-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURHOFlPNUFnEAE!2m1!1s0x0,Suraj Kasare,12,https://www.google.com/maps/contrib/117981194915763892270/reviews,FALSE,1,2,3,Good Shop But Products are not good,
420,15-10-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQ2Mk56WElREAE!2m1!1s0x0,Vijay Sharma,12,https://www.google.com/maps/contrib/108675579552572529332/reviews,TRUE,8,1,4,Good Shop But Products are not good,
421,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURHNnV5MGlnRRAB!2m1!1s0x0,Akash Yadav,11,https://www.google.com/maps/contrib/114364190529247835496/reviews,TRUE,21,1,4,Good Shop But Products are not good,
422,15-08-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURfLTVDc0R3EAE!2m1!1s0x0,Ayan Ansari,11,https://www.google.com/maps/contrib/112956046634631185333/reviews,FALSE,1,2,3,Good Shop But Products are not good,
423,15-10-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURhcDRYSy1BRRAB!2m1!1s0x0,Bushra Khan,11,https://www.google.com/maps/contrib/104919455825679138844/reviews,FALSE,3,3,2,Good Shop But Products are not Good,
424,15-11-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQ2dHFiN1Z3EAE!2m1!1s0x0,Dhruv Singh,11,https://www.google.com/maps/contrib/108473777753805009720/reviews,TRUE,52,3,2,Good Shop But Products are not Good,
425,15-03-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNXcHJQckxBEAE!2m1!1s0x0,Gopal Gupta,11,https://www.google.com/maps/contrib/103909611359751235408/reviews,TRUE,11,3,2,Good Shop But Products are not Good,
426,15-12-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT21FM1EyTk5jVWxwYTB0Q01XaGxOVFpCZDBkcGNYYxAB!2m1!1s0x0,Heena Yadav,11,https://www.google.com/maps/contrib/104702105450219449261/reviews,FALSE,1,3,2,Good Shop But Products are not Good,
427,15-09-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURhbUpEdzlRRRAB!2m1!1s0x0,Noddy Noddy,11,https://www.google.com/maps/contrib/106692002126011945647/reviews,TRUE,6,1,4,Good Shop But Products are not good,
428,15-05-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUR6N0o2NUxBEAE!2m1!1s0x0,Sana Pathan,11,https://www.google.com/maps/contrib/104669293767794469595/reviews,FALSE,1,1,4,Good Shop But Products are not good,
429,15-06-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURPNlBia3ZnRRAB!2m1!1s0x0,Saurav Jain,11,https://www.google.com/maps/contrib/113752715227202975704/reviews,TRUE,82,3,2,Good Shop But Products are not Good,
430,15-12-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMtMlpfbmdBRRAB!2m1!1s0x0,A Thrinadh,10,https://www.google.com/maps/contrib/115740483943217685226/reviews,TRUE,24,3,2,Good Shop But Products are not Good,
431,15-09-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnTUNJLW9TUXBBRRAB!2m1!1s0x0,Aman Gupta,10,https://www.google.com/maps/contrib/103530021610282445587/reviews,FALSE,7,3,2,Good Shop But Products are not Good,
432,15-03-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VOaWN4S3pzNzdiYXlnRRAB!2m1!1s0x0,Budh Singh,10,https://www.google.com/maps/contrib/113584042999817728369/reviews,TRUE,1,1,4,Good Shop But Products are not good,
433,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQycm9mMmhRRRAB!2m1!1s0x0,Mohd Hasan,10,https://www.google.com/maps/contrib/100137304233945809591/reviews,FALSE,1,2,3,Good Shop But Products are not good,
434,15-07-2025,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sCi9DQUlRQUNvZENodHljRjlvT25WS01VNDRXV0prY21GVE4wWkNlbFZZVERsUU0yYxAB!2m1!1s0x0,Sabir Khan,10,https://www.google.com/maps/contrib/106070172916857065919/reviews,FALSE,1,1,4,Good Shop But Products are not good,
435,15-04-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURXc2FQN2p3RRAB!2m1!1s0x0,Sonu Verma,10,https://www.google.com/maps/contrib/101338399916888149284/reviews,FALSE,1,1,4,Good Shop But Products are not good,
436,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNxcEliQ2JnEAE!2m1!1s0x0,Yash Dholu,10,https://www.google.com/maps/contrib/108431188819449240386/reviews,FALSE,6,1,4,Good Shop But Products are not good,
437,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNxeUlhVnFRRRAB!2m1!1s0x0,Abd Ullah,9,https://www.google.com/maps/contrib/115987184334889801847/reviews,FALSE,1,1,4,Good Shop But Products are not good,
438,15-10-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUM1NGFYNnpnRRAB!2m1!1s0x0,Raj Khan,8,https://www.google.com/maps/contrib/117642346211066258649/reviews,FALSE,1,1,4,Good Shop But Products are not good,
439,15-07-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhX3FPOE9REAE!2m1!1s0x0,Charkhi Dham Official,21,https://www.google.com/maps/contrib/118004579040741922799/reviews,FALSE,5,5,0,Mera sabse favourite actor ki shop,
440,15-01-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNtOE1qUjdnRRAB!2m1!1s0x0,Aastha Saraf,12,https://www.google.com/maps/contrib/106257873951101169083/reviews,FALSE,4,5,0,Thank youuu kshitijjjj!!🫂❤️,
441,15-11-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQ2ODlPY093EAE!2m1!1s0x0,Nitesh Patel,12,https://www.google.com/maps/contrib/106542161781195126518/reviews,TRUE,49,5,0,Good shop fr all electronic items.,
442,15-12-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUMxMF9yZG5nRRAB!2m1!1s0x0,Asha Jangam,11,https://www.google.com/maps/contrib/115215405922828061350/reviews,FALSE,1,5,0,Wow nice shop I am your subscriber,
443,15-05-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSURLejVuV1ZREAE!2m1!1s0x0,Zaid Shaikh,11,https://www.google.com/maps/contrib/100333379653720948634/reviews,TRUE,40,5,0,Bagha phone accha repair karta hai,
444,15-02-2022,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUNtelppSnRRRRAB!2m1!1s0x0,Adhi Raj,8,https://www.google.com/maps/contrib/114153662891173455937/reviews,FALSE,9,1,4,"WRONG MAPPING , WASTE OF TIME ONLY",
445,15-12-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSURHc3N1OTl3RRAB!2m1!1s0x0,Lalsing Ahirwar,15,https://www.google.com/maps/contrib/110842092658054533901/reviews,FALSE,1,5,0,Good service for gada electronics,
446,15-03-2024,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChdDSUhNMG9nS0VJQ0FnSUQ5di1TX2xBRRAB!2m1!1s0x0,Vedant Sonawane,15,https://www.google.com/maps/contrib/113804004625145463585/reviews,TRUE,38,5,0,Best place to buy electronic item,
447,15-01-2023,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNCenJiQ0ZREAE!2m1!1s0x0,Umair Malik,11,https://www.google.com/maps/contrib/115700456363578872796/reviews,FALSE,3,5,0,Bhaga and natu kaka good employes,
448,15-08-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUNhMDlXd0pnEAE!2m1!1s0x0,Meet Shah,9,https://www.google.com/maps/contrib/111987264458159088194/reviews,TRUE,164,4,1,I need Ramsung tablet. Available?,
449,15-11-2021,https://www.google.com/maps/reviews/data=!3m1!4b1!4m6!14m5!1m4!2m3!1sChZDSUhNMG9nS0VJQ0FnSUQ2MWU3Y0t3EAE!2m1!1s0x0,Akash Gupta,11,https://www.google.com/maps/contrib/117674169475079280027/reviews,FALSE,4,5,0,🤗🤗🤗🤗🤗🤗🤗🤗,
